"","sim","abund","rank","source","dat","site","singletons","s0","n0","nparts"
"65",76,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"66",76,1,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"67",78,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"68",80,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"69",80,1,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"70",81,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"71",82,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"72",82,1,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"73",82,1,3,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"74",82,1,4,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"75",83,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"76",83,1,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"77",84,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"78",86,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"79",87,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"80",90,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"81",90,1,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"82",92,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"83",93,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"84",93,1,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"85",95,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"86",95,1,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"87",96,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"88",96,1,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"89",97,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"90",97,1,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"91",98,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"92",98,1,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"93",99,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"94",100,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"95",100,1,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"96",101,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"97",102,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"98",105,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"99",107,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"100",108,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"101",108,1,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"102",108,1,3,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"103",108,1,4,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"104",109,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"105",109,1,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"106",110,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"107",113,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"108",113,1,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"109",113,1,3,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"110",116,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"111",116,1,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"112",116,1,3,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"113",117,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"114",117,1,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"115",117,1,3,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"116",118,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"117",119,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"118",119,1,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"119",122,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"120",123,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"121",125,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"122",125,1,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"123",127,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"124",127,1,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"125",128,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"126",128,1,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"127",129,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"128",130,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"129",130,1,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"130",130,1,3,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"131",131,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"132",131,1,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"133",133,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"134",133,1,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"135",134,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"136",134,1,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"137",134,1,3,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"138",135,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"139",137,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"140",137,1,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"141",139,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"142",141,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"143",142,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"144",142,1,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"145",143,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"146",147,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"147",147,1,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"148",147,1,3,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"149",153,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"150",153,1,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"151",154,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"152",154,1,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"153",154,1,3,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"154",156,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"155",158,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"156",159,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"157",160,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"158",161,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"159",161,1,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"160",165,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"161",174,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"162",175,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"163",175,1,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"164",175,1,3,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"165",175,1,4,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"166",176,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"167",177,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"168",177,1,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"169",178,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"170",178,1,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"171",179,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"172",179,1,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"173",179,1,3,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"174",180,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"175",181,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"176",184,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"177",185,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"178",185,1,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"179",186,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"180",186,1,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"181",186,1,3,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"182",187,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"183",189,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"184",190,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"185",191,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"186",191,1,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"187",192,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"188",192,1,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"189",193,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"190",195,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"191",197,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"192",197,1,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"193",200,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"194",201,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"195",201,1,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"196",203,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"197",206,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"198",206,1,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"199",208,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"200",208,1,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"201",216,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"202",218,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"203",219,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"204",219,1,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"205",220,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"206",221,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"207",222,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"208",225,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"209",225,1,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"210",225,1,3,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"211",225,1,4,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"212",226,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"213",226,1,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"214",227,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"215",227,1,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"216",228,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"217",229,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"218",229,1,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"219",231,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"220",234,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"221",237,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"222",238,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"223",241,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"224",241,1,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"225",241,1,3,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"226",242,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"227",243,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"228",243,1,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"229",244,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"230",245,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"231",247,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"232",247,1,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"233",247,1,3,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"234",248,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"235",249,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"236",250,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"237",250,1,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"238",251,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"239",254,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"240",254,1,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"241",255,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"242",258,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"243",260,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"244",262,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"245",264,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"246",265,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"247",267,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"248",268,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"249",268,1,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"250",269,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"251",271,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"252",271,1,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"253",272,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"254",272,1,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"255",272,1,3,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"256",274,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"257",277,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"258",278,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"259",280,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"260",280,1,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"261",280,1,3,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"262",281,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"263",281,1,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"264",281,1,3,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"265",282,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"266",282,1,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"267",282,1,3,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"268",284,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"269",284,1,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"270",285,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"271",286,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"272",287,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"273",289,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"274",289,1,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"275",291,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"276",291,1,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"277",291,1,3,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"278",293,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"279",293,1,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"280",298,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"281",300,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"282",301,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"283",301,1,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"284",301,1,3,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"285",301,1,4,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"286",302,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"287",303,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"288",303,1,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"289",304,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"290",305,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"291",309,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"292",309,1,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"293",310,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"294",310,1,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"295",311,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"296",312,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"297",312,1,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"298",312,1,3,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"299",313,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"300",314,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"301",315,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"302",315,1,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"303",316,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"304",316,1,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"305",316,1,3,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"306",316,1,4,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"307",319,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"308",321,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"309",321,1,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"310",322,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"311",322,1,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"312",322,1,3,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"313",323,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"314",326,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"315",330,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"316",330,1,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"317",331,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"318",332,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"319",334,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"320",335,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"321",335,1,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"322",336,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"323",336,1,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"324",338,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"325",338,1,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"326",339,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"327",340,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"328",340,1,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"329",342,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"330",346,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"331",346,1,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"332",348,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"333",348,1,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"334",349,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"335",349,1,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"336",352,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"337",354,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"338",354,1,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"339",355,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"340",356,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"341",361,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"342",365,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"343",367,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"344",368,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"345",371,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"346",371,1,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"347",372,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"348",373,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"349",373,1,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"350",373,1,3,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"351",374,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"352",374,1,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"353",375,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"354",375,1,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"355",377,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"356",378,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"357",382,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"358",384,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"359",386,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"360",387,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"361",392,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"362",392,1,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"363",392,1,3,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"364",394,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"365",395,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"366",396,1,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
